,AGENT_EXECUTING,AGENT_EXECUTING_PENDING,AGENT_SCHEDULING,AGENT_SCHEDULING_PENDING,AGENT_STAGING_INPUT,AGENT_STAGING_INPUT_PENDING,AGENT_STAGING_OUTPUT,AGENT_STAGING_OUTPUT_PENDING,CANCELED,DONE,FAILED,NEW,UMGR_SCHEDULING,UMGR_SCHEDULING_PENDING,UMGR_STAGING_INPUT,UMGR_STAGING_INPUT_PENDING,UMGR_STAGING_OUTPUT,UMGR_STAGING_OUTPUT_PENDING,U_AGENT_EXECUTING,U_AGENT_QUEUING,U_AGENT_QUEUING_EXEC,U_AGENT_SCHEDULING,U_UMGR_BINDING,U_UMGR_SCHEDULING,cu_exec_start_stop,experiment,hid,pid,sid,uid,util_u_eprep,util_u_equeue,util_u_exec_app,util_u_exec_cu,util_u_exec_orte,util_u_exec_rp,util_u_pre_exec,util_u_total,util_u_unschedule
0,221.7787001132965,221.7775001525879,221.77640008926392,221.77509999275208,221.76730012893677,220.08730006217957,227.42600011825562,227.42460012435913,,229.95850014686584,,219.98220014572144,220.08580017089844,220.08440017700195,220.08700013160706,220.0861999988556,229.95830011367798,227.42890000343323,5.645900011062622,0.0013000965118408203,0.001199960708618164,0.0011000633239746094,0.001399993896484375,0.10220003128051758,5.02049994468689,exp6,smic291,pilot.0000,rp.session.two.jdakka.017800.0021,unit.000000,0.0039000511169433594,0.0018999576568603516,,0.007299900054931641,,0.5687999725341797,0.0017001628875732422,5.648399829864502,
1,235.4811999797821,235.47979998588562,235.47839999198914,235.47720003128052,235.46660017967224,234.61620020866394,6236.157700061798,6236.156200170517,,6238.093300104141,,233.5211000442505,234.59730005264282,234.58880019187927,234.61500000953674,234.60549998283386,6238.0929000377655,6236.160500049591,6000.675000190735,0.001199960708618164,0.001399993896484375,0.001399993896484375,0.008499860763549805,1.0677001476287842,6000.078900098801,exp6,smic291,pilot.0000,rp.session.two.jdakka.017800.0021,unit.000001,0.0042002201080322266,0.002499818801879883,,0.0074999332427978516,,0.5621998310089111,0.0015997886657714844,6000.67879986763,
2,235.4916000366211,235.48540019989014,235.48399996757507,235.48329997062683,235.46660017967224,234.61620020866394,6236.161200046539,6236.157100200653,,6238.093300104141,,233.52280020713806,234.59730005264282,234.58880019187927,234.61500000953674,234.60549998283386,6238.0929000377655,6236.18430018425,6000.665500164032,0.0006999969482421875,0.006199836730957031,0.0014002323150634766,0.008499860763549805,1.065999984741211,6000.0776998996735,exp6,smic291,pilot.0000,rp.session.two.jdakka.017800.0021,unit.000002,0.0036001205444335938,0.007299900054931641,,0.0074999332427978516,,0.5508999824523926,0.001600027084350586,6000.674700021744,
3,235.50069999694824,235.49130010604858,235.4899001121521,235.4893000125885,235.46660017967224,234.61620020866394,6236.258900165558,6236.25820016861,,6238.093300104141,,233.5252001285553,234.59730005264282,234.58880019187927,234.61500000953674,234.60549998283386,6238.0929000377655,6236.296100139618,6000.757500171661,0.0006000995635986328,0.009399890899658203,0.001399993896484375,0.008499860763549805,1.0636000633239746,6000.100499868393,exp6,smic291,pilot.0000,rp.session.two.jdakka.017800.0021,unit.000003,0.0036001205444335938,0.010499954223632812,,0.008100032806396484,,0.5787999629974365,0.0017001628875732422,6000.768800020218,
4,235.50970005989075,235.49670004844666,235.4954001903534,235.49470019340515,235.46660017967224,234.61620020866394,6236.464400053024,6236.261300086975,,6238.093300104141,,233.52710008621216,234.59730005264282,234.58880019187927,234.61500000953674,234.60549998283386,6238.0929000377655,6236.498300075531,6000.751600027084,0.0006999969482421875,0.013000011444091797,0.0012998580932617188,0.008499860763549805,1.0617001056671143,6000.099800109863,exp6,smic291,pilot.0000,rp.session.two.jdakka.017800.0021,unit.000004,0.003799915313720703,0.01399993896484375,,0.007799863815307617,,0.5379002094268799,0.001600027084350586,6000.769899845123,
5,235.51870012283325,235.5023000240326,235.5009000301361,235.5003001689911,235.46660017967224,234.61620020866394,6238.285500049591,6236.789800167084,,6239.743000030518,,233.52910017967224,234.59730005264282,234.58880019187927,234.61500000953674,234.60549998283386,6239.7421000003815,6238.310899972916,6001.2711000442505,0.0005998611450195312,0.01640009880065918,0.001399993896484375,0.008499860763549805,1.0597000122070312,6000.098900079727,exp6,smic291,pilot.0000,rp.session.two.jdakka.017800.0021,unit.000005,0.003799915313720703,0.017499923706054688,,0.0074999332427978516,,1.1373000144958496,0.0016999244689941406,6001.289199829102,
6,235.52789998054504,235.50750017166138,235.50620007514954,235.50559997558594,235.46660017967224,234.61620020866394,6236.296900033951,6236.258800029755,,6238.093300104141,,233.53110003471375,234.59730005264282,234.58880019187927,234.61500000953674,234.60549998283386,6238.0929000377655,6236.35370016098,6000.73090004921,0.0006000995635986328,0.020399808883666992,0.0013000965118408203,0.008499860763549805,1.0577001571655273,6000.100699901581,exp6,smic291,pilot.0000,rp.session.two.jdakka.017800.0021,unit.000006,0.003400087356567383,0.021399974822998047,,0.006999969482421875,,0.5290000438690186,0.0014998912811279297,6000.753800153732,
7,235.53670001029968,235.51320004463196,235.5119001865387,235.51120018959045,235.46660017967224,234.61620020866394,6236.498900175095,6236.2618000507355,,6238.093300104141,,233.53290009498596,234.59730005264282,234.58880019187927,234.61500000953674,234.60549998283386,6238.0929000377655,6236.536499977112,6000.725100040436,0.0006999969482421875,0.02349996566772461,0.0012998580932617188,0.008499860763549805,1.0559000968933105,6000.109499931335,exp6,smic291,pilot.0000,rp.session.two.jdakka.017800.0021,unit.000007,0.0038001537322998047,0.02460002899169922,,0.05489993095397949,,0.5415999889373779,0.0015997886657714844,6000.754800081253,
8,235.5457000732422,235.51850008964539,235.5171000957489,235.5164999961853,235.46660017967224,234.61620020866394,6236.3544001579285,6236.259400129318,,6238.093300104141,,233.54610013961792,234.59730005264282,234.58880019187927,234.61500000953674,234.60549998283386,6238.0929000377655,6236.389500141144,6000.713700056076,0.0006000995635986328,0.027199983596801758,0.001399993896484375,0.008499860763549805,1.0427000522613525,6000.100600004196,exp6,smic291,pilot.0000,rp.session.two.jdakka.017800.0021,unit.000008,0.003999948501586914,0.028300046920776367,,0.007300138473510742,,0.538100004196167,0.0015001296997070312,6000.744199991226,
9,235.55480003356934,235.5236999988556,235.52240014076233,235.5217001438141,235.46660017967224,234.61620020866394,6236.567300081253,6236.263100147247,,6238.093300104141,,233.5550000667572,234.59730005264282,234.58880019187927,234.61500000953674,234.60549998283386,6238.0929000377655,6236.5912001132965,6000.708300113678,0.0006999969482421875,0.031100034713745117,0.0012998580932617188,0.008499860763549805,1.0338001251220703,6000.106499910355,exp6,smic291,pilot.0000,rp.session.two.jdakka.017800.0021,unit.000009,0.00410008430480957,0.03209996223449707,,0.05229997634887695,,0.5306000709533691,0.0014998912811279297,6000.746700048447,
