,NEW,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,TTC,U_AGENT_EXECUTING,U_AGENT_QUEUING,U_AGENT_QUEUING_EXEC,U_AGENT_SCHEDULING,U_UMGR_BINDING,U_UMGR_SCHEDULING,cu_exec_start_stop,experiment,ncore,ncore_active,nhost,npilot,npilot_active,nunit,nunit_done,nunit_failed,sid,util_p_boot,util_p_term,util_p_total,util_p_uexec,util_u_eprep,util_u_equeue,util_u_exec_cu,util_u_exec_rp,util_u_pre_exec,util_u_total
re.session.login3.hrlee.018129.0000,128.37530899047852,766.598582983017,46932.733391046524,6.102789878845215,0.001154184341430664,0.03577399253845215,1566406791.6429617,45083.610605955124,0.23514938354492188,10.57701063156128,2.108757734298706,0.21103429794311523,3.0566868782043457,45038.15572929382,exp1,840,840,1,1,1,736,734,2,re.session.login3.hrlee.018129.0000,11.087300062179565,0,0,0,4.461364507675171,10.636494636535645,53.94681167602539,10.720731973648071,53.7394585609436,45083.72360777855
