,AGENT_EXECUTING,AGENT_EXECUTING_PENDING,AGENT_SCHEDULING,AGENT_SCHEDULING_PENDING,AGENT_STAGING_INPUT,AGENT_STAGING_INPUT_PENDING,AGENT_STAGING_OUTPUT,AGENT_STAGING_OUTPUT_PENDING,CANCELED,DONE,FAILED,NEW,UMGR_SCHEDULING,UMGR_SCHEDULING_PENDING,UMGR_STAGING_INPUT,UMGR_STAGING_INPUT_PENDING,UMGR_STAGING_OUTPUT,UMGR_STAGING_OUTPUT_PENDING,U_AGENT_EXECUTING,U_AGENT_QUEUING,U_AGENT_QUEUING_EXEC,U_AGENT_SCHEDULING,U_UMGR_BINDING,U_UMGR_SCHEDULING,cu_exec_start_stop,experiment,hid,pid,sid,uid,util_u_eprep,util_u_equeue,util_u_exec_cu,util_u_exec_rp,util_u_pre_exec,util_u_total
0,1052.7599711418152,1052.7591300010681,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4011.6227769851685,4011.621744155884,,4016.7462589740753,,1047.0943109989166,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4016.745751142502,4011.6239070892334,2958.8617730140686,0.019717931747436523,0.0008411407470703125,0.005241870880126953,0.032308101654052734,0.41654205322265625,2950.1968219280243,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000000,0.007992029190063477,0.002334117889404297,8.555917978286743,0.01587700843811035,8.430946111679077,2958.8653399944305
1,1052.7738981246948,1052.7611110210419,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4022.9947950839996,4022.993829011917,,4028.6293761730194,,1047.0975241661072,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4028.628885984421,4022.995850086212,2970.2199308872223,0.019717931747436523,0.012787103652954102,0.007222890853881836,0.032308101654052734,0.4133288860321045,2961.6060919761658,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000001,0.004729032516479492,0.014258146286010742,8.495819807052612,0.015475034713745117,8.305792093276978,2970.235517024994
2,1052.7842919826508,1052.7631051540375,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,3934.7787470817566,3934.7778911590576,,3936.8963861465454,,1047.1000890731812,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,3936.8962450027466,3934.78168797493,2881.993599176407,0.019717931747436523,0.02118682861328125,0.009217023849487305,0.032308101654052734,0.4107639789581299,2873.3937940597534,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000002,0.005076169967651367,0.02268195152282715,8.537315845489502,0.015408039093017578,8.460123062133789,2882.017275094986
3,1052.7952280044556,1052.765072107315,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4346.140562057495,4346.1232941150665,,4351.106223106384,,1047.1026151180267,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4351.105796098709,4346.142327070236,3293.328066110611,0.019717931747436523,0.03015589714050293,0.011183977127075195,0.032308101654052734,0.40823793411254883,3284.959935903549,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000003,0.004942178726196289,0.031616926193237305,8.26863408088684,0.01876688003540039,8.150477170944214,3293.3618800640106
4,1052.8064351081848,1052.7670521736145,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4323.408234119415,4323.4060781002045,,4325.455034017563,,1047.10556101799,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4325.4548761844635,4323.410228013992,3270.5996429920197,0.019717931747436523,0.0393829345703125,0.013164043426513672,0.032308101654052734,0.4052920341491699,3262.0784618854523,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000004,0.0047149658203125,0.04085993766784668,8.479361057281494,0.017503976821899414,8.062168836593628,3270.6424498558044
5,1052.8171870708466,1052.7690160274506,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4191.54238319397,4191.541484117508,,4193.598811149597,,1047.1080830097198,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4193.598666191101,4191.543085098267,3138.7242970466614,0.019717931747436523,0.048171043395996094,0.015127897262573242,0.032308101654052734,0.4027700424194336,3130.4551479816437,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000005,0.004915952682495117,0.049635887145996094,8.178323984146118,0.019544124603271484,7.903213977813721,3138.775323867798
6,1052.8311650753021,1052.7709970474243,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4028.3579289913177,4028.3568720817566,,4028.6293761730194,,1047.1108930110931,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4028.628885984421,4028.358605146408,2975.5257070064545,0.019717931747436523,0.06016802787780762,0.017108917236328125,0.032308101654052734,0.3999600410461426,2967.167243003845,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000006,0.004906892776489258,0.061656951904296875,8.304166078567505,0.020513057708740234,7.8907530307769775,2975.5888040065765
7,1052.8434879779816,1052.772952079773,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4032.3770501613617,4032.3761739730835,,4051.9290821552277,,1047.1135730743408,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4051.9288749694824,4032.37775015831,2979.532685995102,0.019717931747436523,0.07053589820861816,0.019063949584960938,0.032308101654052734,0.3972799777984619,2970.9659419059753,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000007,0.005153179168701172,0.07199478149414062,8.460912942886353,0.02222299575805664,8.373882055282593,2979.606178998947
8,1052.856863975525,1052.7749230861664,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4012.1265020370483,4012.125601053238,,4016.7462589740753,,1047.1161110401154,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4016.745751142502,4012.127166032791,2959.268737077713,0.019717931747436523,0.08194088935852051,0.021034955978393555,0.032308101654052734,0.3947420120239258,2950.7292490005493,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000008,0.004737138748168945,0.08341383934020996,8.446100950241089,0.019659996032714844,8.174399852752686,2959.353423833847
9,1052.8686101436615,1052.7769401073456,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4345.218620061874,4345.217310190201,,4346.086500167847,,1047.118702173233,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4346.0862720012665,4345.220564126968,3292.3487000465393,0.019717931747436523,0.09167003631591797,0.023051977157592773,0.032308101654052734,0.39215087890625,3283.8636021614075,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000009,0.005081892013549805,0.09318304061889648,8.432007789611816,0.022719144821166992,7.9603590965271,3292.443582057953
