,AGENT_EXECUTING,AGENT_EXECUTING_PENDING,AGENT_SCHEDULING,AGENT_SCHEDULING_PENDING,AGENT_STAGING_INPUT,AGENT_STAGING_INPUT_PENDING,AGENT_STAGING_OUTPUT,AGENT_STAGING_OUTPUT_PENDING,CANCELED,DONE,FAILED,NEW,UMGR_SCHEDULING,UMGR_SCHEDULING_PENDING,UMGR_STAGING_INPUT,UMGR_STAGING_INPUT_PENDING,UMGR_STAGING_OUTPUT,UMGR_STAGING_OUTPUT_PENDING,U_AGENT_EXECUTING,U_AGENT_QUEUING,U_AGENT_QUEUING_EXEC,U_AGENT_SCHEDULING,U_UMGR_BINDING,U_UMGR_SCHEDULING,cu_exec_start_stop,experiment,hid,pid,sid,uid,util_u_eprep,util_u_equeue,util_u_exec_cu,util_u_exec_rp,util_u_pre_exec,util_u_total
10,1052.8811781406403,1052.7789301872253,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4343.810436964035,4343.809444189072,,4346.086500167847,,1047.121437072754,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4346.0862720012665,4343.8113441467285,3290.9282660484314,0.019717931747436523,0.10224795341491699,0.025042057037353516,0.032308101654052734,0.389415979385376,3282.71018576622,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000010,0.004417896270751953,0.1037290096282959,8.109973192214966,0.021394968032836914,7.8518290519714355,3291.0343840122223
11,1052.892364025116,1052.780902147293,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4358.916593074799,4358.915278196335,,4374.522838115692,,1047.1241919994354,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4374.522350072861,4358.918081998825,3306.022914171219,0.019717931747436523,0.11146187782287598,0.02701401710510254,0.032308101654052734,0.3866610527038574,3298.0582571029663,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000011,0.004572153091430664,0.11293196678161621,7.879215955734253,0.022441864013671875,7.8271448612213135,3306.1379001140594
12,1052.903527021408,1052.7828831672668,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4011.118364095688,4011.1174969673157,,4016.7462589740753,,1047.1267189979553,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4016.745751142502,4011.1190650463104,2958.2139699459076,0.019717931747436523,0.12064385414123535,0.028995037078857422,0.032308101654052734,0.38413405418395996,2949.6876418590546,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000012,0.005085945129394531,0.12212991714477539,8.416909217834473,0.0234529972076416,8.358213901519775,2958.337914943695
13,1052.9150850772858,1052.7848920822144,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4009.607974052429,4009.607002019882,,4016.7462589740753,,1047.1294651031494,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4016.745751142502,4009.6089231967926,2956.6919169425964,0.019717931747436523,0.13019299507141113,0.031003952026367188,0.032308101654052734,0.38138794898986816,2948.2572231292725,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000013,0.005070924758911133,0.13170099258422852,8.321492910385132,0.025175094604492188,8.066597938537598,2956.8253490924835
14,1052.9286501407623,1052.7868599891663,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,3990.5755841732025,3990.574733018875,,3992.267268180847,,1047.1321539878845,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,3992.267126083374,3990.5762281417847,2937.646082878113,0.019717931747436523,0.14179015159606934,0.032971858978271484,0.032308101654052734,0.37869906425476074,2929.2409839630127,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000014,0.004942893981933594,0.14325499534606934,8.36568808555603,0.023463010787963867,8.208960056304932,2937.7903468608856
15,1052.9419791698456,1052.7888519763947,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4352.481701135635,4352.480311155319,,4357.312244176865,,1047.134850025177,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4357.311294078827,4352.483150005341,3299.5383319854736,0.019717931747436523,0.15312719345092773,0.03496384620666504,0.032308101654052734,0.3760030269622803,3291.21542596817,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000015,0.005045890808105469,0.15460205078125,8.192430019378662,0.02232503890991211,7.992702960968018,3299.6946909427643
16,1052.9535570144653,1052.7908539772034,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4344.011905193329,4344.011029005051,,4346.086500167847,,1047.1373319625854,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4346.0862720012665,4344.013068199158,3291.0574719905853,0.019717931747436523,0.1627030372619629,0.03696584701538086,0.032308101654052734,0.373521089553833,3282.6577661037445,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000016,0.005071163177490234,0.16420197486877441,8.362727880477905,0.02148890495300293,8.238055944442749,3291.2236659526825
17,1052.9645171165466,1052.7928371429443,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4336.276085138321,4336.274650096893,,4338.38246011734,,1047.1398479938507,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4338.382292985916,4336.277606964111,3283.3101329803467,0.019717931747436523,0.17167997360229492,0.038949012756347656,0.032308101654052734,0.3710050582885742,3275.2290840148926,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000017,0.004724979400634766,0.17315411567687988,8.041598081588745,0.02482295036315918,7.883996963500977,3283.4854440689087
18,1052.9779541492462,1052.7947981357574,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4023.0963900089264,4023.095458984375,,4028.6293761730194,,1047.1426420211792,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4028.628885984421,4023.0970849990845,2970.117504835129,0.019717931747436523,0.18315601348876953,0.04091000556945801,0.032308101654052734,0.368211030960083,2961.9011900424957,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000018,0.004683017730712891,0.18461894989013672,8.125231981277466,0.022754907608032227,7.750072002410889,2970.303148984909
19,1052.9909961223602,1052.7967710494995,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4000.7430720329285,4000.7419571876526,,4003.141755104065,,1047.1451981067657,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4003.1415321826935,4000.743761062622,2947.7509610652924,0.019717931747436523,0.19422507286071777,0.04288291931152344,0.032308101654052734,0.36565494537353516,2939.3516249656677,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000019,0.004634857177734375,0.19568800926208496,8.330508947372437,0.021413087844848633,8.131052017211914,2947.9480679035187
20,1053.0033321380615,1052.7987751960754,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4006.4028491973877,4006.38325715065,,4009.4766001701355,,1047.1482741832733,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4009.4763600826263,4006.4035501480103,2953.3799250125885,0.019717931747436523,0.20455694198608398,0.04488706588745117,0.032308101654052734,0.3625788688659668,2944.9640560150146,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000020,0.005017995834350586,0.20604801177978516,8.318253993988037,0.02448296546936035,8.199000120162964,2953.587844848633
21,1053.0170559883118,1052.8007621765137,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4360.828684091568,4360.827180147171,,4374.522838115692,,1047.1509790420532,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4374.522350072861,4360.830481052399,3307.8101241588593,0.019717931747436523,0.2162938117980957,0.046874046325683594,0.032308101654052734,0.35987401008605957,3299.7419180870056,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000021,0.004639148712158203,0.21777081489562988,7.978815078735352,0.023321866989135742,7.783975124359131,3308.0294988155365
22,1053.0288231372833,1052.802941083908,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4359.419723987579,4359.418280124664,,4374.522838115692,,1047.153694152832,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4374.522350072861,4359.421595096588,3306.389456987381,0.019717931747436523,0.22588205337524414,0.04905295372009277,0.032308101654052734,0.357158899307251,3298.051162004471,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000022,0.004907846450805664,0.22751808166503906,8.282861948013306,0.024326086044311523,8.202394962310791,3306.622612953186
23,1053.0420701503754,1052.8050570487976,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4354.092552185059,4354.091148138046,,4357.312244176865,,1047.1564350128174,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4357.311294078827,4354.094736099243,3301.049077987671,0.019717931747436523,0.2370131015777588,0.05116891860961914,0.032308101654052734,0.3544180393218994,3292.7239949703217,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000023,0.005188941955566406,0.23859214782714844,8.209810018539429,0.023009061813354492,7.879292964935303,3301.289698123932
24,1053.0557351112366,1052.8071880340576,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4081.2885191440582,4081.287584066391,,4083.726592063904,,1047.1589031219482,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4083.7264630794525,4081.28946518898,3028.2318489551544,0.019717931747436523,0.24854707717895508,0.053299903869628906,0.032308101654052734,0.35194993019104004,3020.1178619861603,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000024,0.005644083023071289,0.2501370906829834,8.059960126876831,0.01977682113647461,7.948898077011108,3028.483309030533
25,1053.0703430175781,1052.8093020915985,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4010.1118681430817,4010.110980987549,,4016.7462589740753,,1047.1615731716156,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4016.745751142502,4010.1125841140747,2957.0406379699707,0.019717931747436523,0.26104092597961426,0.05541396141052246,0.032308101654052734,0.34927988052368164,2948.7027909755707,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000025,0.00521397590637207,0.26260995864868164,8.25149393081665,0.021809101104736328,7.964868068695068,2957.304654121399
26,1053.0826840400696,1052.8113021850586,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,3979.375461101532,3979.374626159668,,3980.802675962448,,1047.1643249988556,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,3980.8025090694427,3979.376126050949,2926.2919421195984,0.019717931747436523,0.27138185501098633,0.05741405487060547,0.032308101654052734,0.3465280532836914,2917.991884946823,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000026,0.00527501106262207,0.27284789085388184,8.239586114883423,0.02174997329711914,7.929656982421875,2926.57488489151
27,1053.0964760780334,1052.8132960796356,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4332.052397012711,4332.050827026367,,4333.384163141251,,1047.1671850681305,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4333.383975982666,4332.053701162338,3278.9543509483337,0.019717931747436523,0.28317999839782715,0.059407949447631836,0.032308101654052734,0.34366798400878906,3270.7686998844147,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000027,0.005557060241699219,0.2846560478210449,8.12791109085083,0.024740934371948242,7.852679014205933,3279.240965127945
28,1053.1112170219421,1052.8152601718903,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4336.0737981796265,4336.0722579956055,,4338.38246011734,,1047.169809103012,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4338.382292985916,4336.075834989548,3282.9610409736633,0.019717931747436523,0.2959568500518799,0.06137204170227051,0.032308101654052734,0.34104394912719727,3274.7447180747986,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000028,0.005316019058227539,0.2974109649658203,8.132866859436035,0.02347707748413086,7.861770868301392,3283.2607259750366
29,1053.1262991428375,1052.8172240257263,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4351.676238059998,4351.674489974976,,4357.312244176865,,1047.1731760501862,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4357.311294078827,4351.677903175354,3298.548190832138,0.019717931747436523,0.30907511711120605,0.06333589553833008,0.032308101654052734,0.337677001953125,3290.4091849327087,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000029,0.005288839340209961,0.310528039932251,8.00895094871521,0.019729137420654297,7.89820408821106,3298.860265016556
30,1053.1401481628418,1052.8192780017853,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4027.526234149933,4027.5254740715027,,4028.6293761730194,,1047.1758530139923,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4028.628885984421,4027.526875972748,2974.385325908661,0.019717931747436523,0.32087016105651855,0.06538987159729004,0.032308101654052734,0.33500003814697266,2966.1328790187836,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000030,0.006058931350708008,0.3224151134490967,8.14476203918457,0.021728992462158203,7.688796043395996,2974.7089591026306
31,1053.1542401313782,1052.8212921619415,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4016.6553411483765,4016.6545729637146,,4028.6293761730194,,1047.178376197815,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4028.628885984421,4016.656107187271,2963.5003328323364,0.019717931747436523,0.3329479694366455,0.06740403175354004,0.032308101654052734,0.3324768543243408,2955.3061661720276,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000031,0.004896879196166992,0.334442138671875,8.1614248752594,0.022745132446289062,8.05298900604248,2963.836160182953
32,1053.1673820018768,1052.823280096054,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4012.3286361694336,4012.327798128128,,4016.7462589740753,,1047.1810410022736,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4016.745751142502,4012.329316139221,2959.160416126251,0.019717931747436523,0.3441019058227539,0.06939196586608887,0.032308101654052734,0.32981204986572266,2950.9806039333344,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000032,0.005062103271484375,0.3455660343170166,8.109387874603271,0.02514505386352539,7.9868059158325195,2959.5070481300354
33,1053.1810381412506,1052.825268983841,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4347.6505081653595,4347.64856004715,,4351.106223106384,,1047.1838660240173,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4351.105796098709,4347.651975154877,3294.467521905899,0.019717931747436523,0.35576915740966797,0.0713808536529541,0.032308101654052734,0.32698702812194824,3286.3045060634613,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000033,0.0045490264892578125,0.3572380542755127,8.09424901008606,0.019574880599975586,7.751363039016724,3294.825880050659
34,1053.1939680576324,1052.8272531032562,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4344.8159511089325,4344.814726114273,,4346.086500167847,,1047.1864681243896,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4346.0862720012665,4344.817193984985,3291.6207580566406,0.019717931747436523,0.3667149543762207,0.0733649730682373,0.032308101654052734,0.3243849277496338,3283.570065021515,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000034,0.005197048187255859,0.36818695068359375,7.990581035614014,0.02044391632080078,7.938714027404785,3291.9914829730988
35,1053.2079770565033,1052.8292219638824,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4355.1988570690155,4355.197381973267,,4357.312244176865,,1047.1891729831696,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4357.311294078827,4355.200683116913,3301.9894049167633,0.019717931747436523,0.3787550926208496,0.07533383369445801,0.032308101654052734,0.32168006896972656,3293.829913854599,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000035,0.005305051803588867,0.38020992279052734,8.076202154159546,0.01976490020751953,8.046483039855957,3302.3715529441833
36,1053.2209641933441,1052.8311879634857,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4046.1392970085144,4046.138419151306,,4051.9290821552277,,1047.191929101944,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4051.9288749694824,4046.1399490833282,2992.917454957962,0.019717931747436523,0.38977622985839844,0.07729983329772949,0.032308101654052734,0.3189239501953125,2984.781998872757,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000036,0.00585484504699707,0.39123010635375977,8.100255966186523,0.021598100662231445,8.037017107009888,2993.3099629879
37,1053.2353060245514,1052.8331880569458,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4019.3740141391754,4019.3731961250305,,4028.6293761730194,,1047.194440126419,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4028.628885984421,4019.3746960163116,2966.137890100479,0.019717931747436523,0.4021179676055908,0.0792999267578125,0.032308101654052734,0.31641292572021484,2958.029515028,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000037,0.00454401969909668,0.4035928249359131,7.983784914016724,0.024311065673828125,7.853902101516724,2966.5425169467926
38,1053.2472779750824,1052.835193157196,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4015.6498131752014,4015.6488840579987,,4016.7462589740753,,1047.197107076645,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4016.745751142502,4015.6505031585693,2962.4016060829163,0.019717931747436523,0.41208481788635254,0.08130502700805664,0.032308101654052734,0.31374597549438477,2954.238154888153,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000038,0.005225181579589844,0.4135599136352539,8.077157020568848,0.02407693862915039,8.052103042602539,2962.816591024399
39,1053.261969089508,1052.8371741771698,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4372.873290061951,4372.871891975403,,4374.522838115692,,1047.2000660896301,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4374.522350072861,4372.8745470047,3319.609922885895,0.019717931747436523,0.42479491233825684,0.08328604698181152,0.032308101654052734,0.3107869625091553,3312.013592004776,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000039,0.00563502311706543,0.4262549877166748,7.5048089027404785,0.024563074111938477,7.452103853225708,3320.0385780334473
40,1053.276251077652,1052.8391661643982,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4357.510365009308,4357.508992195129,,4374.522838115692,,1047.2025790214539,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4374.522350072861,4357.512181043625,3304.2327411174774,0.019717931747436523,0.4370849132537842,0.08527803421020508,0.032308101654052734,0.3082740306854248,3296.1419088840485,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000040,0.005856990814208984,0.4385559558868408,7.99099588394165,0.021726131439208984,7.58005690574646,3304.6736800670624
41,1053.2914040088654,1052.841143131256,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,4376.784403085709,4376.783214092255,,4397.265702962875,,1047.2054181098938,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,4397.265519142151,4376.785989999771,3323.4918100833893,0.019717931747436523,0.45026087760925293,0.08725500106811523,0.032308101654052734,0.3054349422454834,3315.4786670207977,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000041,0.00590205192565918,0.4517178535461426,7.885684013366699,0.025661945343017578,7.574854850769043,3323.9460558891296
42,1053.3049461841583,1052.8431651592255,1052.753888130188,1052.7341701984406,1052.7306671142578,1051.527781009674,3916.4515380859375,3916.450574159622,,3919.304249048233,,1047.2080199718475,1047.5431611537933,1047.5108530521393,1047.57732796669,1047.5583560466766,3919.304109096527,3916.4522511959076,2863.145627975464,0.019717931747436523,0.46178102493286133,0.08927702903747559,0.032308101654052734,0.30283308029174805,2855.585576057434,exp1,summit.olcf.ornl.gov,pilot.0000,re.session.login3.hrlee.018129.0000,unit.000042,0.0062580108642578125,0.463245153427124,7.428188800811768,0.02197098731994629,7.412881851196289,2863.6110179424286
